,Region,PHI,Barangay,Disease,No. of Cases,MW
7207,XI,DAVAO DEL NORTE,POBLACION,Dengue,4,18
7208,XI,DAVAO DEL NORTE,SAWATA,Dengue,4,18
7209,XI,DAVAO DEL NORTE,BALAGUNAN,Dengue,4,18
7210,XI,DAVAO DEL NORTE,LA LIBERTAD,Dengue,7,18
7211,XI,DAVAO DEL NORTE,TIBAL-OG,Dengue,15,18
7212,XI,DAVAO DEL SUR,COLORADO,Dengue,6,18
7213,XI,DAVAO DEL SUR,KAPATAGAN,Dengue,4,18
7214,XI,DAVAO DEL SUR,KIAGOT,Dengue,4,18
7215,XI,DAVAO DEL SUR,SAN MIGUEL,Dengue,3,18
7216,XI,DAVAO DEL SUR,SINAWILAN,Dengue,4,18
7217,XI,DAVAO DEL SUR,TRES DE MAYO,Dengue,5,18
7218,XI,DAVAO DEL SUR,ZONE 1,Dengue,4,18
7219,XI,DAVAO DEL SUR,ZONE 3,Dengue,8,18
7220,XI,DAVAO DEL SUR,BALUTAKAY,Dengue,3,18
7221,XI,DAVAO DEL SUR,GUIHING,Dengue,6,18
7222,XI,DAVAO DEL SUR,POBLACION,Dengue,3,18
7223,XI,DAVAO DEL SUR,NEW BACLAYON,Dengue,3,18
7224,XI,DAVAO DEL SUR,ASTORGA,Dengue,7,18
7225,XI,DAVAO DEL SUR,ZONE II,Dengue,4,18
7226,XI,DAVAO OCCIDENTAL,KINANGA,Dengue,5,18
7227,XI,DAVAO OCCIDENTAL,LAWA,Dengue,4,18
7228,XI,DAVAO OCCIDENTAL,DEMOLOC,Dengue,5,18
7229,XI,DAVAO OCCIDENTAL,FELIS,Dengue,4,18
7230,XI,DAVAO OCCIDENTAL,FISHING VILLAGE,Dengue,4,18
7231,XI,DAVAO OCCIDENTAL,KINANGAN,Dengue,3,18
7232,XI,DAVAO OCCIDENTAL,POBLACION,Dengue,26,18
7233,XI,DAVAO OCCIDENTAL,TICULON,Dengue,3,18
7234,XI,DAVAO OCCIDENTAL,BASIAWAN,Dengue,4,18
7235,XI,DAVAO OCCIDENTAL,POBLACION,Dengue,7,18
7236,XI,DAVAO OCCIDENTAL,MABILA,Dengue,4,18
7237,XI,DAVAO ORIENTAL,CENTRAL,Dengue,4,18
7238,XI,DAVAO ORIENTAL,MATIAO,Dengue,3,18
7239,XI,DAVAO ORIENTAL,SAINZ,Dengue,4,18
7240,XII,COTABATO,POBLACION,Dengue,5,18
7241,XII,COTABATO,POBLACION,Dengue,4,18
7242,XII,COTABATO,POBLACION,Dengue,3,18
7243,XII,GENERAL SANTOS CITY,APOPONG,Dengue,9,18
7244,XII,GENERAL SANTOS CITY,BALUAN,Dengue,3,18
7245,XII,GENERAL SANTOS CITY,BUAYAN,Dengue,3,18
7246,XII,GENERAL SANTOS CITY,BULA,Dengue,4,18
7247,XII,GENERAL SANTOS CITY,CALUMPANG,Dengue,14,18
7248,XII,GENERAL SANTOS CITY,CITY HEIGHTS,Dengue,4,18
7249,XII,GENERAL SANTOS CITY,FATIMA,Dengue,7,18
7250,XII,GENERAL SANTOS CITY,LABANGAL,Dengue,8,18
7251,XII,GENERAL SANTOS CITY,LAGAO,Dengue,11,18
7252,XII,GENERAL SANTOS CITY,MABUHAY,Dengue,6,18
7253,XII,GENERAL SANTOS CITY,SAN ISIDRO,Dengue,12,18
7254,XII,GENERAL SANTOS CITY,SAN JOSE,Dengue,7,18
7255,XII,GENERAL SANTOS CITY,SIGUEL,Dengue,3,18
7256,XII,GENERAL SANTOS CITY,SINAWAL,Dengue,3,18
7257,XII,GENERAL SANTOS CITY,TAMBLER,Dengue,5,18
7258,XII,GENERAL SANTOS CITY,TINAGACAN,Dengue,3,18
7259,XII,SARANGANI,BALUNTAY,Dengue,3,18
7260,XII,SARANGANI,KAWAS,Dengue,4,18
7261,XII,SARANGANI,PANANAG,Dengue,4,18
7262,XII,SARANGANI,DAAN SUYAN,Dengue,3,18
7263,XII,SARANGANI,LUN PADIDU,Dengue,3,18
7264,XII,SARANGANI,POBLACION,Dengue,4,18
7265,XII,SARANGANI,KAWAYAN,Dengue,3,18
7266,XII,SOUTH COTABATO,BENITEZ,Dengue,4,18
7267,XII,SOUTH COTABATO,REYES,Dengue,4,18
7268,XII,SOUTH COTABATO,RIZAL POBLACION,Dengue,3,18
7269,XII,SOUTH COTABATO,SAN VICENTE,Dengue,3,18
7270,XII,SOUTH COTABATO,CALOOCAN,Dengue,3,18
7271,XII,SOUTH COTABATO,GENERAL PAULINO SANTOS,Dengue,4,18
7272,XII,SOUTH COTABATO,MABINI,Dengue,3,18
7273,XII,SOUTH COTABATO,SAN ISIDRO,Dengue,6,18
7274,XII,SOUTH COTABATO,SANTA CRUZ,Dengue,6,18
7275,XII,SOUTH COTABATO,SARABIA,Dengue,5,18
7276,XII,SOUTH COTABATO,ZONE III,Dengue,3,18
7277,XII,SOUTH COTABATO,LAKE LAHIT,Dengue,3,18
7278,XII,SOUTH COTABATO,MATAPOL,Dengue,3,18
7279,XII,SOUTH COTABATO,POBLACION,Dengue,6,18
7280,XII,SOUTH COTABATO,CANNERY SITE,Dengue,4,18
7281,XII,SOUTH COTABATO,GLAMANG,Dengue,4,18
7282,XII,SOUTH COTABATO,KORONADAL PROPER,Dengue,5,18
7283,XII,SOUTH COTABATO,LANDAN,Dengue,3,18
7284,XII,SOUTH COTABATO,MAGSAYSAY,Dengue,4,18
7285,XII,SOUTH COTABATO,PAGALUNGAN,Dengue,4,18
7286,XII,SOUTH COTABATO,POBLACION,Dengue,17,18
7287,XII,SOUTH COTABATO,SILWAY 8,Dengue,3,18
7288,XII,SOUTH COTABATO,SULIT,Dengue,3,18
7289,XII,SOUTH COTABATO,CENTRALA,Dengue,4,18
7290,XII,SOUTH COTABATO,COLONGULO,Dengue,7,18
7291,XII,SOUTH COTABATO,DAJAY,Dengue,11,18
7292,XII,SOUTH COTABATO,LIBERTAD,Dengue,13,18
7293,XII,SOUTH COTABATO,LITTLE BAGUIO,Dengue,3,18
7294,XII,SOUTH COTABATO,DUMADALIG,Dengue,4,18
7295,XII,SOUTH COTABATO,POBLACION,Dengue,8,18
7296,XII,SULTAN KUDARAT,BAI SARIFINANG,Dengue,4,18
7297,XII,SULTAN KUDARAT,POBLACION,Dengue,6,18
7298,XII,SULTAN KUDARAT,TUKA,Dengue,4,18
7299,XII,SULTAN KUDARAT,CALEAN,Dengue,9,18
7300,XII,SULTAN KUDARAT,NEW ISABELA,Dengue,3,18
7301,XII,SULTAN KUDARAT,NEW PASSI,Dengue,6,18
7302,XII,SULTAN KUDARAT,SAN PABLO,Dengue,4,18
7303,XII,SULTAN KUDARAT,UPPER KATUNGAL,Dengue,3,18
7304,XII,SULTAN KUDARAT,POBLACION,Dengue,4,18
7305,XII,SULTAN KUDARAT,KALAWAG II,Dengue,4,18
7306,XII,SULTAN KUDARAT,LAGUILAYAN,Dengue,5,18
7307,XII,SULTAN KUDARAT,MIDTAPOK,Dengue,3,18
7308,XII,SULTAN KUDARAT,POBLACION,Dengue,8,18
7309,XII,SULTAN KUDARAT,MAINDANG,Dengue,3,18
7310,XII,SULTAN KUDARAT,KATICO,Dengue,5,18
7311,IV-A,BATANGAS,DUMANTAY,Dengue,3,18
7312,IV-A,BATANGAS,ILIHAN,Dengue,4,18
7313,IV-A,BATANGAS,KUMINTANG ILAYA,Dengue,3,18
7314,IV-A,BATANGAS,TULO,Dengue,4,18
7315,IV-A,BATANGAS,BALELE,Dengue,5,18
7316,IV-A,BATANGAS,BANADERO,Dengue,3,18
7317,IV-A,BATANGAS,JANOPOL ORIENTAL,Dengue,3,18
7318,IV-A,BATANGAS,PAGASPAS,Dengue,3,18
7319,IV-A,BATANGAS,POBLACION BRGY.. 4,Dengue,3,18
7320,IV-A,BATANGAS,BALINTAWAK,Dengue,4,18
7321,IV-A,BATANGAS,LODLOD,Dengue,3,18
7322,IV-A,BATANGAS,PINAGTUNG-ULAN,Dengue,3,18
7323,IV-A,BATANGAS,SAN ANTONIO,Dengue,9,18
7324,IV-A,BATANGAS,SAN ROQUE,Dengue,3,18
7325,IV-A,BATANGAS,SAN VICENTE,Dengue,5,18
7326,IV-A,BATANGAS,SANTA MARIA,Dengue,3,18
7327,IV-A,CAVITE,BUCK ESTATE,Dengue,4,18
7328,IV-A,CAVITE,KAYTITINGA III,Dengue,10,18
7329,IV-A,CAVITE,MOLINO III,Dengue,4,18
7330,IV-A,CAVITE,PALIPARAN III,Dengue,5,18
7331,IV-A,CAVITE,SABANG,Dengue,6,18
7332,IV-A,CAVITE,SALITRAN II,Dengue,3,18
7333,IV-A,CAVITE,SALITRAN III,Dengue,3,18
7334,IV-A,CAVITE,SAMPALOC IV,Dengue,5,18
7335,IV-A,CAVITE,BICLATAN,Dengue,3,18
7336,IV-A,CAVITE,PASONG CAMACHILE I,Dengue,5,18
7337,IV-A,CAVITE,PASONG CAMACHILE II,Dengue,5,18
7338,IV-A,CAVITE,SAN FRANCISCO,Dengue,5,18
7339,IV-A,CAVITE,NICOLASA VIRATA,Dengue,3,18
7340,IV-A,CAVITE,SAN JOSE,Dengue,3,18
7341,IV-A,CAVITE,ANABU II-B,Dengue,3,18
7342,IV-A,CAVITE,BUHAY NA TUBIG,Dengue,3,18
7343,IV-A,CAVITE,TEJEROS CONVENTION,Dengue,6,18
7344,IV-A,CAVITE,WAWA III,Dengue,4,18
7345,IV-A,CAVITE,BULIHAN,Dengue,3,18
7346,IV-A,CAVITE,INCHICAN,Dengue,8,18
7347,IV-A,CAVITE,BUNGA,Dengue,3,18
7348,IV-A,CAVITE,CABUCO,Dengue,4,18
7349,IV-A,CAVITE,LAPIDARIO,Dengue,3,18
7350,IV-A,LAGUNA,BACLARAN,Dengue,3,18
7351,IV-A,LAGUNA,BANAYBANAY,Dengue,5,18
7352,IV-A,LAGUNA,CASILE,Dengue,3,18
7353,IV-A,LAGUNA,MAMATID,Dengue,5,18
7354,IV-A,LAGUNA,MARINIG,Dengue,12,18
7355,IV-A,LAGUNA,NIUGAN,Dengue,3,18
7356,IV-A,LAGUNA,PULO,Dengue,3,18
7357,IV-A,LAGUNA,SALA,Dengue,3,18
7358,IV-A,LAGUNA,LANGKIWA,Dengue,4,18
7359,IV-A,LAGUNA,SAN FRANCISCO,Dengue,3,18
7360,IV-A,LAGUNA,SANTO TOMAS,Dengue,4,18
7361,IV-A,LAGUNA,BAGONG KALSADA,Dengue,3,18
7362,IV-A,LAGUNA,CANLUBANG,Dengue,5,18
7363,IV-A,LAGUNA,LANDAYAN,Dengue,3,18
7364,IV-A,LAGUNA,LANGGAM,Dengue,11,18
7365,IV-A,LAGUNA,MAGSAYSAY,Dengue,3,18
7366,IV-A,LAGUNA,PACITA 1,Dengue,3,18
7367,IV-A,LAGUNA,POBLACION,Dengue,4,18
7368,IV-A,LAGUNA,SAN ANTONIO,Dengue,13,18
7369,IV-A,LAGUNA,SAN VICENTE,Dengue,4,18
7370,IV-A,LAGUNA,UNITED BAYANIHAN,Dengue,3,18
7371,IV-A,LAGUNA,BALIBAGO,Dengue,5,18
7372,IV-A,LAGUNA,CAINGIN,Dengue,3,18
7373,IV-A,LAGUNA,DILA,Dengue,3,18
7374,IV-A,LAGUNA,DITA,Dengue,11,18
7375,IV-A,LAGUNA,IBABA,Dengue,3,18
7376,IV-A,LAGUNA,MACABLING,Dengue,3,18
7377,IV-A,LAGUNA,MALITLIT,Dengue,3,18
7378,IV-A,LAGUNA,POOK,Dengue,7,18
7379,IV-A,LAGUNA,PULONG SANTA CRUZ,Dengue,8,18
7380,IV-A,LAGUNA,SANTO DOMINGO,Dengue,3,18
7381,IV-A,LAGUNA,LONGOS,Dengue,4,18
7382,IV-A,LAGUNA,SAN ANTONIO,Dengue,3,18
7383,IV-A,LAGUNA,SAN ANTONIO,Dengue,3,18
7384,IV-A,LAGUNA,BAGUMBAYAN,Dengue,3,18
7385,IV-A,LAGUNA,ISLA,Dengue,5,18
7386,IV-A,LAGUNA,DEL REMEDIO,Dengue,3,18
7387,IV-A,LAGUNA,SANTO ANGEL CENTRAL,Dengue,3,18
7388,IV-A,LUCENA CITY,GULANG-GULANG,Dengue,4,18
7389,IV-A,LUCENA CITY,MAYAO KANLURAN,Dengue,4,18
7390,IV-A,QUEZON,MALABANBAN NORTE,Dengue,3,18
7391,IV-A,QUEZON,MANGILAG SUR,Dengue,3,18
7392,IV-A,QUEZON,SAN ANDRES,Dengue,4,18
7393,IV-A,QUEZON,ISABANG,Dengue,3,18
7394,IV-A,QUEZON,LALO,Dengue,3,18
7395,IV-A,QUEZON,PALALE SILANGAN,Dengue,4,18
7396,IV-A,QUEZON,WAKAS,Dengue,6,18
7397,IV-A,QUEZON,CALIMPAK,Dengue,5,18
7398,IV-A,QUEZON,IBABANG OWAIN,Dengue,3,18
7399,IV-A,QUEZON,SAMPALOC SANTO CRISTO,Dengue,3,18
7400,IV-A,QUEZON,MAGSAYSAY,Dengue,4,18
7401,IV-A,QUEZON,POBLACION,Dengue,4,18
7402,IV-A,QUEZON,LALIG,Dengue,4,18
7403,IV-A,RIZAL,KALAYAAN,Dengue,5,18
7404,IV-A,RIZAL,MAHABANG PARANG,Dengue,13,18
7405,IV-A,RIZAL,PINUGAY,Dengue,18,18
7406,IV-A,RIZAL,BILIBIRAN,Dengue,3,18
7407,IV-A,RIZAL,GINOONG SANAY,Dengue,3,18
7408,IV-A,RIZAL,KALAWAAN,Dengue,9,18
7409,IV-A,RIZAL,PALANGOY,Dengue,4,18
7410,IV-A,RIZAL,SAN ISIDRO,Dengue,7,18
7411,IV-A,RIZAL,SANTO DOMINGO,Dengue,3,18
7412,IV-A,RIZAL,BAGONG NAYON,Dengue,9,18
7413,IV-A,RIZAL,CALAWIS,Dengue,4,18
7414,IV-A,RIZAL,CUPANG,Dengue,21,18
7415,IV-A,RIZAL,DALIG,Dengue,13,18
7416,IV-A,RIZAL,DELA PAZ,Dengue,15,18
7417,IV-A,RIZAL,INARAWAN,Dengue,9,18
7418,IV-A,RIZAL,MAMBUGAN,Dengue,12,18
7419,IV-A,RIZAL,MAYAMOT,Dengue,22,18
7420,IV-A,RIZAL,SAN ISIDRO,Dengue,14,18
7421,IV-A,RIZAL,SAN JOSE,Dengue,46,18
7422,IV-A,RIZAL,SAN JUAN,Dengue,7,18
7423,IV-A,RIZAL,SAN LUIS,Dengue,24,18
7424,IV-A,RIZAL,SAN ROQUE,Dengue,10,18
7425,IV-A,RIZAL,SANTA CRUZ,Dengue,16,18
7426,IV-A,RIZAL,BAGUMBAYAN,Dengue,3,18
7427,IV-A,RIZAL,HULO,Dengue,8,18
7428,IV-A,RIZAL,MALAYA,Dengue,3,18
7429,IV-A,RIZAL,QUISAO,Dengue,3,18
7430,IV-A,RIZAL,SAN ISIDRO,Dengue,4,18
7431,IV-A,RIZAL,PLAZA ALDEA,Dengue,6,18
7432,IV-A,RIZAL,SAMPALOC,Dengue,4,18
7433,IV-A,RIZAL,TANDANG KUTYO,Dengue,3,18
7434,IV-A,RIZAL,DOLORES,Dengue,9,18
7435,IV-A,RIZAL,SAN JUAN,Dengue,3,18
7436,IV-A,RIZAL,SANTA ANA,Dengue,8,18
7437,IV-B,MARINDUQUE,NAPO,Dengue,3,18
7438,IV-B,MARINDUQUE,TAMAYO,Dengue,4,18
7439,IV-B,MARINDUQUE,POBLACION,Dengue,4,18
7440,IV-B,OCCIDENTAL MINDORO,BALAO,Dengue,6,18
7441,IV-B,OCCIDENTAL MINDORO,CABACAO,Dengue,4,18
7442,IV-B,OCCIDENTAL MINDORO,LUMANGBAYAN,Dengue,6,18
7443,IV-B,OCCIDENTAL MINDORO,POBLACION,Dengue,5,18
7444,IV-B,OCCIDENTAL MINDORO,TIBAG,Dengue,4,18
7445,IV-B,OCCIDENTAL MINDORO,WAWA,Dengue,3,18
7446,IV-B,OCCIDENTAL MINDORO,IRIRON,Dengue,5,18
7447,IV-B,OCCIDENTAL MINDORO,MALPALON,Dengue,3,18
7448,IV-B,OCCIDENTAL MINDORO,POBLACION,Dengue,4,18
7449,IV-B,OCCIDENTAL MINDORO,TAGBAC,Dengue,3,18
7450,IV-B,OCCIDENTAL MINDORO,VIGO,Dengue,3,18
7451,IV-B,OCCIDENTAL MINDORO,BALANSAY,Dengue,5,18
7452,IV-B,OCCIDENTAL MINDORO,FATIMA,Dengue,14,18
7453,IV-B,OCCIDENTAL MINDORO,PAYOMPON,Dengue,9,18
7454,IV-B,OCCIDENTAL MINDORO,TALABAAN,Dengue,4,18
7455,IV-B,OCCIDENTAL MINDORO,TANGKALAN,Dengue,12,18
7456,IV-B,OCCIDENTAL MINDORO,TAYAMAAN,Dengue,3,18
7457,IV-B,OCCIDENTAL MINDORO,MANANAO,Dengue,3,18
7458,IV-B,OCCIDENTAL MINDORO,BUENAVISTA,Dengue,8,18
7459,IV-B,OCCIDENTAL MINDORO,BURGOS,Dengue,4,18
7460,IV-B,OCCIDENTAL MINDORO,LIGAYA,Dengue,9,18
7461,IV-B,OCCIDENTAL MINDORO,PAETAN,Dengue,3,18
7462,IV-B,OCCIDENTAL MINDORO,SANTO NIÑO,Dengue,8,18
7463,IV-B,OCCIDENTAL MINDORO,CAMINAWIT,Dengue,3,18
7464,IV-B,OCCIDENTAL MINDORO,ALACAAK,Dengue,3,18
7465,IV-B,OCCIDENTAL MINDORO,KURTINGANAN,Dengue,3,18
7466,IV-B,OCCIDENTAL MINDORO,LUMANGBAYAN,Dengue,3,18
7467,IV-B,OCCIDENTAL MINDORO,MULAWIN,Dengue,6,18
7468,IV-B,ORIENTAL MINDORO,SAN JUAN,Dengue,4,18
7469,IV-B,PALAWAN,PLARIDEL,Dengue,3,18
7470,IV-B,PALAWAN,MANGSEE,Dengue,3,18
7471,IV-B,PALAWAN,BONO-BONO,Dengue,3,18
7472,IV-B,PALAWAN,MARANGAS,Dengue,7,18
7473,IV-B,PALAWAN,RIO TUBA,Dengue,5,18
7474,IV-B,PALAWAN,MAINIT,Dengue,6,18
7475,IV-B,PALAWAN,POBLACION I,Dengue,4,18
7476,IV-B,PALAWAN,SALVACION,Dengue,3,18
7477,IV-B,PALAWAN,SANTO NIÑO,Dengue,4,18
7478,IV-B,PALAWAN,BRGY.. I,Dengue,3,18
7479,IV-B,PALAWAN,GUADALUPE,Dengue,11,18
7480,IV-B,PALAWAN,SAN JOSE,Dengue,5,18
7481,IV-B,PALAWAN,TAGUMPAY,Dengue,6,18
7482,IV-B,PALAWAN,DUMARAN,Dengue,6,18
7483,IV-B,PALAWAN,SAN MIGUEL,Dengue,7,18
7484,IV-B,PALAWAN,ANTIPULUAN,Dengue,4,18
7485,IV-B,PALAWAN,PANACAN 2,Dengue,3,18
7486,IV-B,PALAWAN,PRINCESS URDUJA,Dengue,4,18
7487,IV-B,PALAWAN,CANDAWAGA,Dengue,3,18
7488,IV-B,PALAWAN,PUNTA BAJA,Dengue,5,18
7489,IV-B,PALAWAN,BRGY.. III,Dengue,3,18
7490,IV-B,PALAWAN,DUMARAO,Dengue,3,18
7491,IV-B,PALAWAN,IRARAY,Dengue,4,18
7492,IV-B,PALAWAN,BATO,Dengue,3,18
7493,IV-B,PALAWAN,POBLACION,Dengue,15,18
7494,IV-B,PUERTO PRINCESA CITY,BAGONG SIKAT,Dengue,3,18
7495,IV-B,PUERTO PRINCESA CITY,IRAWAN,Dengue,7,18
7496,IV-B,PUERTO PRINCESA CITY,MANDARAGAT,Dengue,3,18
7497,IV-B,PUERTO PRINCESA CITY,SALVACION,Dengue,3,18
7498,IV-B,PUERTO PRINCESA CITY,SAN JOSE,Dengue,10,18
7499,IV-B,PUERTO PRINCESA CITY,SAN MANUEL,Dengue,11,18
7500,IV-B,PUERTO PRINCESA CITY,SAN MIGUEL,Dengue,11,18
7501,IV-B,PUERTO PRINCESA CITY,SAN PEDRO,Dengue,5,18
7502,IV-B,PUERTO PRINCESA CITY,SANTA LOURDES,Dengue,7,18
7503,IV-B,PUERTO PRINCESA CITY,SANTA MONICA,Dengue,5,18
7504,IV-B,PUERTO PRINCESA CITY,SICSICAN,Dengue,18,18
7505,IV-B,PUERTO PRINCESA CITY,TAGABINIT,Dengue,4,18
7506,IV-B,PUERTO PRINCESA CITY,TAGBUROS,Dengue,5,18
7507,IV-B,PUERTO PRINCESA CITY,TINIGUIBAN,Dengue,3,18
7508,BARMM,BASILAN,BA-AS,Dengue,3,18
7509,BARMM,BASILAN,MAGANDA,Dengue,3,18
7510,BARMM,LANAO DEL SUR,SANDAB MADAYA,Dengue,4,18
7511,BARMM,LANAO DEL SUR,BACAYAWAN,Dengue,3,18
7512,BARMM,LANAO DEL SUR,POONA MARANTAO,Dengue,3,18
7513,BARMM,LANAO DEL SUR,DIMALUNA,Dengue,5,18
7514,BARMM,LANAO DEL SUR,EAST BASAK,Dengue,3,18
7515,BARMM,LANAO DEL SUR,MARAWI POBLACION,Dengue,3,18
7516,BARMM,LANAO DEL SUR,BOBO,Dengue,4,18
7517,BARMM,LANAO DEL SUR,MAIDAN,Dengue,4,18
7518,BARMM,MAGUINDANAO DEL NORTE,BAGUA II,Dengue,4,18
7519,BARMM,MAGUINDANAO DEL NORTE,KALANGANAN,Dengue,4,18
7520,BARMM,MAGUINDANAO DEL NORTE,DALICAN POBLACION,Dengue,3,18
7521,BARMM,MAGUINDANAO DEL SUR,POBLACION,Dengue,3,18
7522,BARMM,MAGUINDANAO DEL SUR,LIMPONGO,Dengue,3,18
7523,BARMM,MAGUINDANAO DEL SUR,LABU-LABU,Dengue,7,18
7524,BARMM,TAWI-TAWI,LIYUBUD,Dengue,21,18
7525,BARMM,TAWI-TAWI,BUNAY BUNAY CENTER,Dengue,3,18
7526,CAR,ABRA,SAGAP,Dengue,3,18
7527,CAR,ABRA,BANGLOLAO,Dengue,6,18
7528,CAR,ABRA,MUDIIT,Dengue,3,18
7529,CAR,ABRA,SAN GREGORIO,Dengue,7,18
7530,CAR,ABRA,MONGGOC,Dengue,7,18
7531,CAR,ABRA,NAGUIRAYAN,Dengue,3,18
7532,CAR,APAYAO,NUEVA,Dengue,4,18
7533,CAR,BENGUET,DALUPIRIP,Dengue,12,18
7534,CAR,BENGUET,POBLACION,Dengue,4,18
7535,CAR,BENGUET,TINONGDAN,Dengue,20,18
7536,CAR,BENGUET,UCAB,Dengue,4,18
7537,CAR,BENGUET,VIRAC,Dengue,5,18
7538,CAR,BENGUET,PONGAYAN,Dengue,3,18
7539,CAR,BENGUET,SAGUBO,Dengue,5,18
7540,CAR,BENGUET,POBLACION,Dengue,6,18
7541,CAR,BENGUET,BALILI,Dengue,3,18
7542,CAR,IFUGAO,HAPAO,Dengue,3,18
7543,CAR,MOUNTAIN PROVINCE,ABATAN,Dengue,3,18
7544,CAR,MOUNTAIN PROVINCE,GUINZADAN SUR,Dengue,3,18
7545,CAR,MOUNTAIN PROVINCE,MABAAY,Dengue,3,18
7546,CAR,MOUNTAIN PROVINCE,MONAMON SUR,Dengue,4,18
7547,CAR,MOUNTAIN PROVINCE,POBLACION,Dengue,4,18
7548,CARAGA,AGUSAN DEL NORTE,DEL PILAR,Dengue,3,18
7549,CARAGA,AGUSAN DEL NORTE,LA UNION,Dengue,3,18
7550,CARAGA,AGUSAN DEL SUR,CONSUELO,Dengue,4,18
7551,CARAGA,AGUSAN DEL SUR,SAN TEODORO,Dengue,5,18
7552,CARAGA,AGUSAN DEL SUR,SAN VICENTE,Dengue,3,18
7553,CARAGA,AGUSAN DEL SUR,POBLACION,Dengue,3,18
7554,CARAGA,AGUSAN DEL SUR,TAGBAYAGAN,Dengue,3,18
7555,CARAGA,AGUSAN DEL SUR,SAN AGUSTIN,Dengue,4,18
7556,CARAGA,AGUSAN DEL SUR,POBLACION,Dengue,8,18
7557,CARAGA,BUTUAN CITY,LIBERTAD,Dengue,3,18
7558,CARAGA,BUTUAN CITY,SAN VICENTE,Dengue,7,18
7559,CARAGA,DINAGAT ISLANDS,MALINAO,Dengue,6,18
7560,CARAGA,DINAGAT ISLANDS,SANTA CRUZ,Dengue,3,18
7561,CARAGA,SURIGAO DEL NORTE,URBIZTONDO,Dengue,4,18
7562,CARAGA,SURIGAO DEL NORTE,MARAYAG,Dengue,3,18
7563,CARAGA,SURIGAO DEL NORTE,ROXAS,Dengue,6,18
7564,CARAGA,SURIGAO DEL NORTE,CANLANIPA,Dengue,3,18
7565,CARAGA,SURIGAO DEL NORTE,CAPALAYAN,Dengue,3,18
7566,CARAGA,SURIGAO DEL NORTE,LUNA,Dengue,4,18
7567,CARAGA,SURIGAO DEL NORTE,TAFT,Dengue,3,18
7568,CARAGA,SURIGAO DEL NORTE,WASHINGTON,Dengue,3,18
7569,CARAGA,SURIGAO DEL SUR,BAGONG LUNGSOD,Dengue,6,18
7570,CARAGA,SURIGAO DEL SUR,BONGTOD,Dengue,4,18
7571,CARAGA,SURIGAO DEL SUR,TELAJE,Dengue,4,18
7572,CARAGA,SURIGAO DEL SUR,TIGAO,Dengue,3,18
7573,CARAGA,SURIGAO DEL SUR,CALATNGAN,Dengue,3,18
7574,CARAGA,SURIGAO DEL SUR,MAGROYONG,Dengue,3,18
7575,CARAGA,SURIGAO DEL SUR,POBLACION,Dengue,4,18
7576,CARAGA,SURIGAO DEL SUR,TINA,Dengue,6,18
7577,CARAGA,SURIGAO DEL SUR,CABANGAHAN,Dengue,3,18
7578,CARAGA,SURIGAO DEL SUR,PURISIMA,Dengue,3,18
7579,NCR,CALOOCAN CITY,BRGY.. 12,Dengue,3,18
7580,NCR,CALOOCAN CITY,BRGY.. 167,Dengue,3,18
7581,NCR,CALOOCAN CITY,BRGY.. 168,Dengue,3,18
7582,NCR,CALOOCAN CITY,BRGY.. 171,Dengue,10,18
7583,NCR,CALOOCAN CITY,BRGY.. 172,Dengue,3,18
7584,NCR,CALOOCAN CITY,BRGY.. 175,Dengue,5,18
7585,NCR,CALOOCAN CITY,BRGY.. 176-A,Dengue,4,18
7586,NCR,CALOOCAN CITY,BRGY.. 176-B,Dengue,4,18
7587,NCR,CALOOCAN CITY,BRGY.. 176-C,Dengue,3,18
7588,NCR,CALOOCAN CITY,BRGY.. 176-D,Dengue,4,18
7589,NCR,CALOOCAN CITY,BRGY.. 176-E,Dengue,4,18
7590,NCR,CALOOCAN CITY,BRGY.. 177,Dengue,4,18
7591,NCR,CALOOCAN CITY,BRGY.. 178,Dengue,16,18
7592,NCR,CALOOCAN CITY,BRGY.. 179,Dengue,4,18
7593,NCR,CALOOCAN CITY,BRGY.. 18,Dengue,3,18
7594,NCR,CALOOCAN CITY,BRGY.. 185,Dengue,3,18
7595,NCR,CALOOCAN CITY,BRGY.. 186,Dengue,4,18
7596,NCR,CALOOCAN CITY,BRGY.. 187,Dengue,3,18
7597,NCR,LAS PIÑAS CITY,ALMANZA DOS,Dengue,5,18
7598,NCR,LAS PIÑAS CITY,B. F. INTERNATIONAL VILLAGE,Dengue,4,18
7599,NCR,LAS PIÑAS CITY,DANIEL FAJARDO,Dengue,3,18
7600,NCR,LAS PIÑAS CITY,PAMPLONA DOS,Dengue,5,18
7601,NCR,LAS PIÑAS CITY,PAMPLONA TRES,Dengue,9,18
7602,NCR,LAS PIÑAS CITY,PULANG LUPA DOS,Dengue,5,18
7603,NCR,LAS PIÑAS CITY,TALON DOS,Dengue,3,18
7604,NCR,LAS PIÑAS CITY,TALON UNO,Dengue,3,18
7605,NCR,LAS PIÑAS CITY,ZAPOTE,Dengue,5,18
7606,NCR,MAKATI CITY,BANGKAL,Dengue,3,18
7607,NCR,MAKATI CITY,GUADALUPE NUEVO,Dengue,3,18
7608,NCR,MAKATI CITY,POBLACION,Dengue,4,18
7609,NCR,MAKATI CITY,VALENZUELA,Dengue,3,18
7610,NCR,MALABON CITY,BAYAN-BAYANAN,Dengue,4,18
